證券代碼,年月,alpha,beta_mkt,beta_smb,beta_hml,beta_mom,r2,n_obs,valid_alpha
0003 匯豐成長,2008-03-31,0.008659109745655837,0.9757523391325021,-0.004972359691478079,-0.36522184680719094,0.3523585464005593,0.9797559847875956,12,1
0003 匯豐成長,2008-06-30,-0.0015930664500438283,1.0859057172134905,-0.02261130589062854,-0.10813858622899919,0.1942669118909215,0.9682102778144779,12,1
0003 匯豐成長,2008-09-30,-0.001866793551831768,0.9800428864178834,0.07059822308581831,-0.3185426172993605,0.15395870458334496,0.973529884769467,12,1
0003 匯豐成長,2008-12-31,-0.0034036621123513418,0.967555792553882,0.20556211646941824,-0.3159851450666722,0.1664039814796387,0.9810799374299488,12,1
0003 匯豐成長,2009-03-31,-0.019113168597195626,0.6777494032561276,0.06632164567583732,-0.20807932618738526,-0.18231124115085334,0.9767556028507197,12,1
0003 匯豐成長,2009-06-30,-0.014622997343061918,0.6905480967783486,-0.14058538880081628,-0.20825010071102334,-0.27409783885763805,0.9786266973441333,12,1
0003 匯豐成長,2009-09-30,-0.005352107469670822,0.8635787359449578,-0.04551561463619913,-0.19343389994622207,0.016224484217079393,0.9698284001279394,12,1
0003 匯豐成長,2009-12-31,0.0025724165729108604,0.8645616955312039,-0.23636871772466972,-0.02752416314013606,0.11208440191209315,0.9621676445674613,12,1
0003 匯豐成長,2010-03-31,-0.010928539289296026,0.914526931694911,0.19827027633879934,-0.14834760448186401,-0.10283252109330844,0.9825630906155396,12,1
0003 匯豐成長,2010-06-30,-0.005451729417706115,0.7117673597209166,0.07334220438650738,0.07756125216127452,0.2489590049716619,0.9927469054027865,12,1
0003 匯豐成長,2010-09-30,0.0011288187608711792,0.7906822691326966,-0.18556602109043147,0.15817291161305103,0.26941794058250845,0.9826495491831152,12,1
0003 匯豐成長,2010-12-31,0.0016628425359800254,0.8409481207461545,-0.09366605892542382,-0.1346092972531847,0.32173516215177345,0.9760225831923269,12,1
0003 匯豐成長,2011-03-31,0.0035901107401981793,0.8851104856824017,-0.1764208877252359,-0.31184526007429125,0.03246164469797924,0.9643056947158754,12,1
0003 匯豐成長,2011-06-30,0.008757707579505523,0.8321865119818204,-0.196008328756887,-0.3663930669748747,-0.18915869085342352,0.9751599554300578,12,1
0003 匯豐成長,2011-09-30,-0.0002573462600151885,1.0108377855193393,-0.049420812127767194,-0.40682470723836683,0.07624348336551001,0.9783814756060054,12,1
0012 元大多元基金,2006-12-31,-0.005968605428802059,0.8770152458647921,0.7957852990840885,-0.4618570312227089,0.23733990947842343,0.8780898526389052,12,1
0012 元大多元基金,2007-03-31,0.0005875240692293214,0.850898053483193,0.5691816032812037,-0.42509614776578497,0.22166989550461502,0.8499424816523738,12,1
0012 元大多元基金,2007-06-30,0.004429021465921624,0.8004744974427722,0.3638402530517372,-0.43599441001837497,0.0788216302978949,0.7976615048890614,12,1
0012 元大多元基金,2007-09-30,0.0011827691784766382,0.6664367551747197,0.5329362570640198,-0.13116615755867791,0.8658236407173658,0.8251847895261717,12,1
0012 元大多元基金,2007-12-31,0.012030396284668043,0.9234715575773194,0.44484269509520247,0.07720389013038853,0.46658910873739573,0.897463639181831,12,1
0012 元大多元基金,2008-03-31,-0.007619371392342907,1.1867463818311434,0.2987377176477874,0.019052949695086696,0.2378031482939118,0.9117676782299365,12,1
0012 元大多元基金,2008-06-30,0.010126455932443905,1.1907062491909772,0.4263275568627375,-0.389859827159764,0.2295862866065428,0.9304718536161338,12,1
0012 元大多元基金,2008-09-30,-0.0046551387819063865,1.105621590238432,-0.11436737681545983,-0.5439137198606816,0.30063375955783944,0.9666373964569409,12,1
0012 元大多元基金,2008-12-31,-0.005579723162600433,0.8161456736883153,0.98393954984673,0.0008402387856463189,0.7025773775313965,0.7941586436746385,12,1
0012 元大多元基金,2009-03-31,0.00266772299537866,0.7786622946159807,0.8265070036296944,0.2020718982405415,0.5979784641507663,0.7858283784208339,12,1
0012 元大多元基金,2009-06-30,0.01708326355170492,0.7336688717146995,0.2644360165171331,0.5187610596031746,0.15631005821868027,0.7675854950086632,12,1
0012 元大多元基金,2009-09-30,0.010458388193004575,0.49840008842151234,0.009583907719257129,0.5151061016797385,-0.15936650607144265,0.680998095031969,12,1
0012 元大多元基金,2009-12-31,0.003354019376161102,0.9106470460722704,-0.3145591231036807,0.13820517027507495,0.029470143875345772,0.9085048044429475,12,1
0012 元大多元基金,2010-03-31,-0.008186655025906462,0.9478206741185193,-0.021781374636398287,0.2667741912936571,-0.12890074667062268,0.9362372056851532,12,1
0012 元大多元基金,2010-06-30,-0.008081195324328948,0.8780321705231341,0.04414842209355502,0.15669146282474866,0.11315982886264575,0.9370129732524579,12,1
0012 元大多元基金,2010-09-30,-0.0018340670154752391,1.090075945393775,0.017651999464148388,0.015400348412950682,-0.04027640215138706,0.9725212833951226,12,1
0012 元大多元基金,2010-12-31,-0.0024242279709396977,0.9797213480259149,-0.031402717630298393,0.15985064391288523,0.11049696229028634,0.9851833012097413,12,1
0012 元大多元基金,2011-03-31,-0.00217301970218497,1.026324970332413,-0.14297859238986865,-0.07530908470898956,0.07503592345663257,0.9943041144763424,12,1
0012 元大多元基金,2011-06-30,0.0013937034909050766,1.0156723773012903,-0.10515940205956448,-0.10009417175768842,0.009732099788858167,0.9988228315913484,12,1
0012 元大多元基金,2011-09-30,0.0023446562132945986,1.0288205048878705,-0.10127780626997118,-0.10932153926984353,-0.005051547157568503,0.999244089297001,12,1
0012 元大多元基金,2011-12-31,0.0015852186614861712,1.038852092995786,-0.04008225631488471,-0.026299456774500407,0.024385471891010202,0.9983039371382934,12,1
0012 元大多元基金,2012-03-31,-0.0008833005021338606,1.0042557590460153,-0.04853185855677694,-0.10333132784621912,0.060567088525118606,0.9977663171151788,12,1
0012 元大多元基金,2012-06-30,-0.001990913785971207,1.0000458188869952,-0.035618318676837374,-0.06427562854930091,0.060315168161892696,0.9978578617937744,12,1
0012 元大多元基金,2012-09-30,-0.002735431672630424,1.0252735310015928,-0.0680103681328918,0.028528309110455896,0.06676865768543816,0.9969945242165,12,1
0012 元大多元基金,2012-12-31,-0.000983328925456153,0.8648366288092647,-0.11314823318746348,-0.2607661704772967,-0.03558106402860749,0.9833507365298196,12,1
0012 元大多元基金,2013-03-31,-0.001863207085200133,0.8374373585668597,-0.17580408359371902,-0.20579432172729295,-0.05355929087007266,0.9677891605481942,12,1
0012 元大多元基金,2013-06-30,-0.0025921828400894548,0.7940028106623669,-0.31571616488666854,0.38656792694549197,0.222420895294177,0.9608148732929549,12,1
0012 元大多元基金,2013-09-30,-0.00036408262850077394,0.8162421957818488,-0.23037651712903012,0.1887694333016688,0.18696587148619834,0.8525206174872466,12,1
0012 元大多元基金,2013-12-31,0.002322836087224356,0.9795632184279399,-0.37223523903688616,0.09259401189298276,-0.052352435760785576,0.7137945096403934,12,1
0012 元大多元基金,2014-03-31,-0.0015831431290298358,0.848485735432061,-0.17678191419331127,0.2765942191291478,0.3042427269018647,0.7750907998043274,12,1
0012 元大多元基金,2014-06-30,-0.0036905521364439574,0.6896029382675822,-0.06383639972113214,0.2603951758626895,0.43101196226605365,0.7483588409835822,12,1
0012 元大多元基金,2014-09-30,-0.01238594460217612,0.7983506846043325,-0.06180849709301468,0.2602577884312949,0.5898911503263027,0.9631877794735446,12,1
0012 元大多元基金,2014-12-31,-0.010449580760942146,0.9984724653876282,0.01406551616280785,0.26085143246298037,0.3410360036691809,0.9382069844395363,12,1
0012 元大多元基金,2015-03-31,-0.0041769564965451825,0.8724596395935013,0.09795966931496637,0.2625704959073593,0.6151261546450699,0.8484425338577828,12,1
0012 元大多元基金,2015-06-30,-0.003330956289715202,1.1461943039556863,0.19792268821030823,0.35702087762761225,0.7372062494519116,0.9095398464593427,12,1
0012 元大多元基金,2015-09-30,0.0055404510300965885,1.2153945839824436,0.2769964159520426,0.1647142495035529,0.28646828513718653,0.8508209705700208,12,1
0026 聯博概念,2006-12-31,0.004423056772578158,0.9970191827383488,0.7968356352824265,-0.49923727231644965,-0.12487107338102588,0.8080820410712568,12,1
0026 聯博概念,2007-03-31,0.007524054503020792,0.9924359205870823,0.429714220639661,-0.3182532767201256,-0.14372207902938244,0.8117985143608417,12,1
0026 聯博概念,2007-06-30,-0.005064792485601043,1.1478787500206886,0.44056778696326226,-0.41205314968425155,0.1738763639164601,0.9136882901286646,12,1
0026 聯博概念,2007-09-30,-0.010692746539164596,1.158782147302966,0.5573443012816716,-0.2948901188341778,0.5226772385778626,0.9473373388847474,12,1
0026 聯博概念,2007-12-31,0.008071640027011658,0.9269654225044553,0.49953551519214556,-0.039565409209168775,0.4104470236658628,0.9216000816300144,12,1
0026 聯博概念,2008-03-31,0.002989132211902444,1.1078227307746051,0.5971544629536534,-0.4325305890621264,0.025076342955525188,0.9252180721937605,12,1
0026 聯博概念,2008-06-30,0.01728263029344206,1.110511436845514,0.7399221772722051,-0.7587433840272706,-0.06859485652148245,0.9405326180579306,12,1
0026 聯博概念,2008-09-30,0.004992701371110686,1.1001670604787033,0.30491889511463593,-0.8661364829089799,-0.07029676242750543,0.9740636620135582,12,1
0026 聯博概念,2008-12-31,0.013470352769832102,1.0625435360646398,0.2830922919384332,-0.4386300610613675,-0.007884314736557096,0.889670414090403,12,1
0026 聯博概念,2009-03-31,0.021843375314160647,0.9937033868606013,0.2007417395337927,0.09801900676245268,-0.2535247450638689,0.9492839516880245,12,1
0026 聯博概念,2009-06-30,0.024160322188602965,1.0531381804267705,0.3499370294095585,0.10849343161427427,-0.016014327241782422,0.9538031969652233,12,1
0026 聯博概念,2009-09-30,0.004380990022436106,0.7764937436840211,0.19352397973802182,0.44094802058707994,-0.5031068810404156,0.9168631721807875,12,1
0026 聯博概念,2009-12-31,-0.025054462865953947,1.235044795278415,0.618859201648408,-0.37688896482309375,-0.24912544961389796,0.9226731614891825,12,1
0026 聯博概念,2010-03-31,-0.02608806415101838,1.3939531964800902,0.8659819386199814,-0.6221985491716948,-0.03602684635837164,0.8661038019791162,12,1
0026 聯博概念,2010-06-30,-0.0061727328130396115,1.7702119898563997,0.733041790858134,-1.5412845533351007,-0.07950642570839983,0.8129131723813958,12,1
0026 聯博概念,2010-09-30,0.0005795436189558415,1.2415358206201375,1.0309288655386348,-1.4953792070832335,0.6070594188044511,0.8643303894034309,12,1
0026 聯博概念,2010-12-31,0.004354420493733642,0.7768204286709524,1.194214546684538,-0.509114317145198,1.483949790565922,0.9215923337638761,12,1
0026 聯博概念,2011-03-31,-0.0065316624311754405,1.0639358160683001,0.24071411199245651,-1.139808076582933,0.205051184188913,0.6298348049977982,12,1
0026 聯博概念,2011-06-30,-0.0379424679018334,0.8416836917220453,0.1472611397310975,-0.3342432925162433,0.6489468176213102,0.5250964735183655,12,1
0026 聯博概念,2011-09-30,-0.04425985110135394,0.8371479333740488,-0.1161501869891638,-0.615358003835102,0.4422026994720327,0.6937312135417696,12,1
0026 聯博概念,2011-12-31,-0.03860451331452942,0.9759065782967618,0.5618711176512416,-0.15860341906040798,0.3980538488232742,0.7905687491672042,12,1
0026 聯博概念,2012-03-31,-0.02861612644213859,1.1766728719151882,0.24681529131937224,0.28018009929568044,0.12476199280569317,0.8634412173631485,12,1
0026 聯博概念,2012-06-30,-0.017144881944745435,1.088143182587886,0.05240241912400073,-1.036833642583392,0.08866362450182036,0.874919219960469,12,1
0026 聯博概念,2012-09-30,-0.004759612170840604,0.8052925440464285,0.25086906083542354,-0.0391639166698613,-0.0400259011550822,0.863053742797052,12,1
0026 聯博概念,2012-12-31,0.00182140949284533,0.6982831881393341,-0.009283919722022693,-0.12270650398088011,-0.12844282343114455,0.9349120197824292,12,1
0026 聯博概念,2013-03-31,0.0012512726895437982,0.6897718428984436,0.20579289893907293,-0.31322355229204896,-0.12287711755012676,0.917436171635935,12,1
BR12 奔華台灣動力成長,2008-12-31,-0.03113462533640699,0.3724665697487744,0.3021917516891822,0.40442054824315676,-1.0589408468072485,0.8741672827476656,12,1
CF17 未來活力旺中小,2012-09-30,0.0016256812912370864,0.6364271120407635,-0.12819967634775808,0.05469245601125239,-0.262713987366698,0.7329955157729837,12,1
CH13 華頓台灣金磚,2008-12-31,-0.009564350151763254,0.9719259248864982,0.3714216269236883,-0.13444019523066714,0.2283796657095854,0.9619630503412641,12,1
CI01 匯豐基金,2006-12-31,-0.006659496521057084,1.0174655596531268,0.44746337976347905,-0.5672829629041154,-0.06014269604060102,0.9333770416512401,12,1
CI01 匯豐基金,2007-03-31,-0.007713354520491994,0.9796375941352385,0.10354618483933971,-0.30222796739661756,0.08442027528530018,0.877034271242468,12,1
CI01 匯豐基金,2007-06-30,-0.005159064398692387,0.8949187766076812,0.05614948303741303,-0.36085530203880334,0.3508786756855863,0.8715217814146797,12,1
CI01 匯豐基金,2007-09-30,-0.0028216738605806556,0.9403561783853496,-0.014338492405739311,-0.3222980381673327,0.552418968736674,0.8606309192342354,12,1
CI01 匯豐基金,2007-12-31,0.0027809111035290712,0.8715147571440917,-0.041459137376202715,-0.1737247338557899,0.4987372910735364,0.943725518609399,12,1
CI01 匯豐基金,2008-03-31,0.005205293324966252,0.9629957326747293,0.04399369409021303,-0.4289025781092145,0.2990758817007745,0.968974874106033,12,1
CI01 匯豐基金,2008-06-30,-0.0035490254036725493,1.062528141386203,0.031765212611110094,-0.12156923608377479,0.13000449527614366,0.9831273643425245,12,1
CI01 匯豐基金,2008-09-30,-0.00507518106630668,0.9503328673664369,-0.02582562292825813,-0.3060865945968379,0.2132971914512831,0.9779752039360787,12,1
CI01 匯豐基金,2008-12-31,-0.006463961478485214,0.9013240298283338,0.2487431904132556,-0.24793943513311206,0.2933400933103469,0.9777519739904986,12,1
CI01 匯豐基金,2009-03-31,-0.013654704025623304,0.6847447825717141,0.1514577869148085,-0.13628390837323184,-0.027758914313987887,0.9779448373944695,12,1
CI01 匯豐基金,2009-06-30,-0.007844881196943529,0.6812090129073196,-0.12252124432978423,-0.10960578687228895,-0.16859788810750842,0.9752601910884291,12,1
CI01 匯豐基金,2009-09-30,-0.005163782169854136,0.8092729892991148,0.011775638450413906,0.0009002423066609699,-0.008792770324381333,0.9614564658014013,12,1
CI01 匯豐基金,2009-12-31,-0.0022014827475149504,0.9228048418500612,-0.20770594823202293,-0.018035590035582638,0.12931798664750632,0.960238055691013,12,1
CI01 匯豐基金,2010-03-31,-0.00827963428799145,0.9586701715593344,-0.18296431806756086,0.19700761385492416,0.1144591299993915,0.9908913091571192,12,1
CI01 匯豐基金,2010-06-30,-0.003932334286988326,0.839841938483487,-0.19898583312428764,0.23028958863765547,0.29524204868337345,0.9789536131008143,12,1
CP06 瀚亞掌櫃,2006-12-31,-0.005541818661008528,1.022176175832455,0.7999961333084179,-0.42290516281398977,0.07577476763433155,0.8550488316702118,12,1
CP06 瀚亞掌櫃,2007-03-31,-0.0026168345785437066,0.9533102804049105,0.6595703258384414,-0.28315681151163247,0.35817282465866623,0.8730833900363523,12,1
CP06 瀚亞掌櫃,2007-06-30,-0.0047881329544790935,0.8555781786060099,0.602752376292792,-0.2651185373662225,0.5209189235549174,0.84861135373996,12,1
CP06 瀚亞掌櫃,2007-09-30,-0.01327648665242199,0.8941104028345881,0.7561988769356525,-0.2191779432096697,0.8760065904470407,0.9403140739419791,12,1
CP06 瀚亞掌櫃,2007-12-31,0.0030789174490635004,0.815485170735104,0.6793120779076296,-0.059076999022994625,0.5985844961212076,0.9381165664379836,12,1
CP06 瀚亞掌櫃,2008-03-31,-0.005990566136604686,0.9985430641842624,0.7677671783630434,-0.46050910911334064,0.13417586653226,0.9246529462870565,12,1
CP06 瀚亞掌櫃,2008-06-30,0.01952518392699471,1.049187505157708,1.1060376915351808,-0.9755356338406721,-0.23695334787775457,0.9417184133572294,12,1
CP06 瀚亞掌櫃,2008-09-30,0.0024766030835335906,1.0204949838350483,0.6079302488856814,-1.0124055879360485,-0.2120979238707833,0.9778396007398205,12,1
CP06 瀚亞掌櫃,2008-12-31,0.00422004505085169,1.0377094686939925,0.42749380663288883,-0.8437020200037155,-0.19157983724018574,0.9743635306051488,12,1
CP06 瀚亞掌櫃,2009-03-31,0.005539112405544685,1.1310960138792612,0.45934215330788625,-0.6469456332885436,0.18190783607311678,0.9635175923412307,12,1
CP06 瀚亞掌櫃,2009-06-30,-0.0010814705985222536,0.8879465820519697,0.15728580526670122,-0.4782105354366435,-0.3208743511970056,0.9783228035534001,12,1
CP06 瀚亞掌櫃,2009-09-30,0.01089430811948374,1.1021441850440514,0.22373415000539776,-0.4179113353252708,0.07290229062650799,0.9653833432566419,12,1
CP06 瀚亞掌櫃,2009-12-31,0.017637797639086086,1.22374968996291,-0.18901244093514558,-0.41945935237070153,0.34002858727834373,0.9326221638691683,12,1
CP06 瀚亞掌櫃,2010-03-31,0.026002669983674582,1.4329769104699221,-1.0465263520616068,0.058500677748863694,0.9575421102685742,0.9699095615042699,12,1
CP06 瀚亞掌櫃,2010-06-30,0.016736785656367895,1.1868703119796902,-0.6730288623298682,0.04359563645361386,1.2024346187550097,0.9486329093353716,12,1
CP06 瀚亞掌櫃,2010-09-30,-0.008373670872756409,0.559487981122091,-0.03340907183441846,0.5848479485342453,1.2290522123067296,0.9074030562904076,12,1
CP06 瀚亞掌櫃,2010-12-31,-0.013350178696435209,0.485768885755475,0.677260977779938,0.6334893176426492,1.140367097552062,0.8857631142518039,12,1
CP06 瀚亞掌櫃,2011-03-31,-0.0042885337345280865,0.788896110643991,0.06146985272302649,-0.41761866113289386,0.023536267732335775,0.6584017462211903,12,1
CP06 瀚亞掌櫃,2011-06-30,0.010686278627270425,0.7075090642983383,-0.16382841128731312,-0.8142072972306986,-0.5409087141300716,0.8365535900463439,12,1
CP06 瀚亞掌櫃,2011-09-30,-7.867743798251059e-05,1.0976901349236208,0.159231146985818,-0.9103282522338141,-0.00324762901234088,0.9313382330594537,12,1
CP06 瀚亞掌櫃,2011-12-31,-0.010690852655092689,0.9026131729724725,0.026086923809074514,-0.6206518862946651,0.11661668846365236,0.8681508849858522,12,1
CP06 瀚亞掌櫃,2012-03-31,-0.004515183223481172,1.1007670084976136,-0.17467464300629032,-0.2294137629333013,-0.0830400843674749,0.9057972165940789,12,1
CP06 瀚亞掌櫃,2012-06-30,-0.002959581626276967,1.146560058056591,-0.08050233789549878,0.33438039770398476,-0.0323331295628671,0.9094746121523922,12,1
CP06 瀚亞掌櫃,2012-09-30,-0.0033399524408350596,0.8722245869657572,0.3722841403556056,0.40253326927267696,-0.10735811800498869,0.831762664622419,12,1
CP06 瀚亞掌櫃,2012-12-31,-0.008614172257933522,1.1910789868555018,0.2541079378217933,-0.021839841567091844,0.027445820572634172,0.8691768986565405,12,1
CP06 瀚亞掌櫃,2013-03-31,-0.015749441671405667,1.1153834486501248,0.7809991134908433,0.20102978943210847,0.2928547875282975,0.9042161624300716,12,1
CP06 瀚亞掌櫃,2013-06-30,-0.018754221485558355,1.2138254986680388,0.7457687486204553,0.05755769860405424,0.31556711013605127,0.8869924539133495,12,1
CP06 瀚亞掌櫃,2013-09-30,-0.014441087455835899,1.2537155281654848,0.45493528295327323,-0.07228249060298764,0.2473683103323585,0.9315780337560253,12,1
DD25 德盛安聯台灣好息,2012-06-30,-0.002017383602027924,0.9259610081941196,-0.037901723480023394,0.3127339819704513,0.07276553821020937,0.9393030917708828,12,1
DD25 德盛安聯台灣好息,2012-09-30,0.0015242477599539846,0.8336289818254451,0.023626637787637628,0.08927915316453267,0.09152952911963719,0.9068569600783067,12,1
DD25 德盛安聯台灣好息,2012-12-31,0.003914540137892212,0.8479975614163686,-0.16793770373925487,-0.15545334821497697,0.07757754674302889,0.9229333533110873,12,1
DD25 德盛安聯台灣好息,2013-03-31,-0.00115534046128587,0.9016004838686564,0.08582617411680038,0.28991917967177216,0.4805597277400606,0.960410050593641,12,1
DD25 德盛安聯台灣好息,2013-06-30,-0.005468721920294451,0.976217153400512,0.14888913039466734,0.1407889094142131,0.4736377386286391,0.921633200183557,12,1
DD25 德盛安聯台灣好息,2013-09-30,-0.0022224004917173416,1.1153677172023908,0.29260533593294086,-0.1780284394373226,0.47231014586427267,0.8521670537601275,12,1
DD25 德盛安聯台灣好息,2013-12-31,-0.002035924138735247,1.4856897921934191,0.1781794605598608,-0.3633122033290086,0.040287403645938635,0.8559597227211508,12,1
DD25 德盛安聯台灣好息,2014-03-31,-0.0041292449716455095,1.1610355797633132,0.40358161924348485,-0.15228605895003972,0.27128420137448517,0.8600358276532682,12,1
DS04 富鼎大三元,2006-12-31,-0.01068577052791419,0.9184101882240268,0.7112966981900251,-0.21177827820729872,0.22760836007601148,0.7209092303645896,12,1
DS04 富鼎大三元,2007-03-31,-0.016426142835234695,0.8455247642875114,0.730597732545011,-0.033804751406728284,0.6345675324312122,0.877671953686447,12,1
DS04 富鼎大三元,2007-06-30,-0.006762255295182321,1.0884973356384715,0.43511580759983914,-0.25608693871772137,0.3163745984386238,0.9889031114248039,12,1
DS04 富鼎大三元,2007-09-30,-0.006388360477826366,0.9952578317080375,0.4828520390990933,-0.09458250539685314,0.8659197252948174,0.961632390290629,12,1
DS04 富鼎大三元,2007-12-31,0.004861942856256716,1.153193753965232,0.41743376830322093,0.0631370115209473,0.49037446048101263,0.9686887603746759,12,1
DS04 富鼎大三元,2008-03-31,-0.00018268378353594565,1.063099742072017,0.30938155773505754,0.007510085588768423,0.6445833815356427,0.9661699898351601,12,1
DS04 富鼎大三元,2008-06-30,-0.0034690341974020532,1.1634393505810259,0.38045635910442716,0.09316484688407989,0.3903560873927584,0.9617014375216014,12,1
DS04 富鼎大三元,2008-09-30,-0.011800841834852378,1.1176076064785734,0.04704895634578643,-0.05207248431107059,0.37472603538408933,0.9837876263478399,12,1
DS04 富鼎大三元,2008-12-31,-0.016885546481752625,0.9240140117628365,0.7070333734342884,-0.183041769728005,0.10936631739449726,0.9596648035326607,12,1
DS04 富鼎大三元,2009-03-31,-0.035592103042889914,0.6500893934829337,0.5062170887413487,-0.3809093077189299,-0.19196242920405432,0.9558702920104113,12,1
DS11 富鼎寶馬,2006-12-31,-0.0090181984727645,0.9942478401645913,0.4648325212652703,-0.2052936817865605,0.2365778435763286,0.6681430842123874,12,1
